Year,Quarter,Skills,Economic Activity,Sub-economic Activity,Jobs ('000),Filled Jobs ('000),Vacancies ('000),Jobs Created ('000)
2022,1,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",459.2,438.9,20.3,2.4
2022,1,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",164.9,158.9,6.0,0.4
2022,1,Semi-skilled,Construction,Construction,"1,056.4","1,044.1",12.3,2.7
2022,1,Semi-skilled,Services,Wholesale & retail trade,812.8,809.2,3.6,3.0
2022,1,Semi-skilled,Services,Food & beverages and accommodation,340.1,339.1,1.0,0.4
2022,1,Semi-skilled,Services,Transportation & storage,221.1,220.1,1.0,0.9
2022,1,Semi-skilled,Services,Information & communication,76.6,76.5,0.1,0.2
2022,1,Semi-skilled,Services,"Finance, insurance, real estate & business services",393.4,392.3,1.1,0.1
2022,1,Semi-skilled,Services,Other services,230.4,229.3,1.1,0.5
2022,1,Low-skilled,Agriculture,Agriculture,27.5,21.2,6.3,0.1
2022,1,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.4,9.3,0.1,0.0
2022,1,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",34.6,30.7,3.9,0.2
2022,1,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",6.0,5.2,0.8,0.1
2022,1,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",39.7,34.6,5.2,0.0
2022,1,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",24.9,22.9,2.0,0.2
2022,1,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",28.6,25.2,3.4,0.2
2022,1,Low-skilled,Manufacturing,"Electrical, electronic & optical products",22.7,19.6,3.1,0.1
2022,1,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",12.4,11.3,1.1,0.0
2022,1,Low-skilled,Construction,Construction,45.2,40.0,5.2,0.3
2022,1,Low-skilled,Services,Wholesale & retail trade,235.9,233.7,2.2,0.6
2022,1,Low-skilled,Services,Food & beverages and accommodation,336.1,335.2,0.9,0.1
2022,1,Low-skilled,Services,Transportation & storage,90.0,88.6,1.4,0.2
2022,1,Low-skilled,Services,Information & communication,18.4,17.9,0.5,0.1
2022,1,Low-skilled,Services,"Finance, insurance, real estate & business services",109.2,108.5,0.7,0.3
2022,1,Low-skilled,Services,Other services,70.3,69.9,0.5,0.1
2021,4,Skilled,Agriculture,Agriculture,29.3,24.8,4.5,0.1
2021,4,Skilled,Mining & Quarrying,Mining & Quarrying,23.6,23.5,0.1,0.0
2021,4,Skilled,Manufacturing,"Food processing, beverages & tobacco products",38.3,36.1,2.2,0.1
2021,4,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",9.6,9.0,0.5,0.0
2021,4,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",35.4,33.6,1.7,0.2
2021,4,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",81.2,76.5,4.7,0.4
2021,4,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",57.1,53.6,3.5,0.2
2021,4,Skilled,Manufacturing,"Electrical, electronic & optical products",140.8,132.2,8.5,0.4
2021,4,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",49.7,47.0,2.6,0.2
2021,4,Skilled,Construction,Construction,141.4,136.8,4.6,0.3
2021,4,Skilled,Services,Wholesale & retail trade,570.0,567.8,2.2,0.9
2021,4,Skilled,Services,Food & beverages and accommodation,113.4,113.2,0.2,0.2
2021,4,Skilled,Services,Transportation & storage,82.5,82.2,0.3,0.3
2021,4,Skilled,Services,Information & communication,132.6,132.3,0.2,0.6
2021,4,Skilled,Services,"Finance, insurance, real estate & business services",400.2,393.8,6.4,1.7
2021,4,Skilled,Services,Other services,205.1,204.5,0.6,0.4
2021,4,Semi-skilled,Agriculture,Agriculture,412.2,393.0,19.1,1.1
2021,4,Semi-skilled,Mining & Quarrying,Mining & Quarrying,44.8,44.6,0.2,0.1
2021,4,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",219.2,212.8,6.3,0.1
2021,4,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",68.1,66.5,1.6,0.3
2021,4,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",226.7,221.0,5.8,0.5
2021,4,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",334.3,321.1,13.2,1.6
2021,4,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",274.0,266.7,7.3,0.7
2021,4,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",457.3,437.0,20.3,2.4
2021,4,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",160.9,155.1,5.8,0.4
2021,4,Semi-skilled,Construction,Construction,"1,061.9","1,049.3",12.5,2.2
2021,4,Semi-skilled,Services,Wholesale & retail trade,799.1,793.7,5.4,2.1
2021,4,Semi-skilled,Services,Food & beverages and accommodation,339.2,337.6,1.6,0.5
2021,4,Semi-skilled,Services,Transportation & storage,215.2,213.6,1.6,0.5
2021,4,Semi-skilled,Services,Information & communication,76.1,76.0,0.1,0.4
2021,4,Semi-skilled,Services,"Finance, insurance, real estate & business services",393.4,392.6,0.7,0.2
2021,4,Semi-skilled,Services,Other services,229.4,228.3,1.1,0.5
2021,4,Low-skilled,Agriculture,Agriculture,27.0,20.8,6.2,0.1
2021,4,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.4,9.4,0.1,0.0
2021,4,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",34.3,30.4,3.8,0.1
2021,4,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",5.9,5.2,0.8,0.1
2021,4,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",40.0,34.8,5.2,0.0
2021,4,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",25.1,23.0,2.0,0.2
2021,4,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",28.5,25.1,3.3,0.2
2021,4,Low-skilled,Manufacturing,"Electrical, electronic & optical products",22.9,19.8,3.1,0.1
2021,4,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",12.2,11.1,1.1,0.0
2021,4,Low-skilled,Construction,Construction,46.0,41.1,4.8,0.3
2021,4,Low-skilled,Services,Wholesale & retail trade,233.0,229.8,3.2,0.0
2021,4,Low-skilled,Services,Food & beverages and accommodation,335.3,334.1,1.2,0.0
2021,4,Low-skilled,Services,Transportation & storage,90.0,88.4,1.6,0.0
2021,4,Low-skilled,Services,Information & communication,18.8,18.3,0.4,0.1
2021,4,Low-skilled,Services,"Finance, insurance, real estate & business services",111.2,110.5,0.7,0.1
2021,4,Low-skilled,Services,Other services,69.6,69.3,0.3,0.1
2021,3,Skilled,Agriculture,Agriculture,29.2,24.8,4.4,0.1
2021,3,Skilled,Mining & Quarrying,Mining & Quarrying,23.6,23.5,0.1,0.0
2021,3,Skilled,Manufacturing,"Food processing, beverages & tobacco products",37.7,35.5,2.1,0.1
2021,3,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",9.3,8.8,0.5,0.0
2021,3,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",34.9,33.3,1.6,0.2
2021,3,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",80.5,75.9,4.6,0.3
2021,3,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",56.9,53.5,3.4,0.1
2021,3,Skilled,Manufacturing,"Electrical, electronic & optical products",137.8,129.4,8.4,0.3
2021,3,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",49.3,46.6,2.6,0.2
2021,3,Skilled,Construction,Construction,135.3,131.2,4.1,0.2
2021,3,Skilled,Services,Wholesale & retail trade,555.2,553.4,1.8,0.6
2021,3,Skilled,Services,Food & beverages and accommodation,110.7,110.5,0.2,0.0
2021,3,Skilled,Services,Transportation & storage,79.2,79.0,0.2,0.2
2021,3,Skilled,Services,Information & communication,131.9,131.6,0.3,0.5
2021,3,Skilled,Services,"Finance, insurance, real estate & business services",399.6,392.6,7.0,1.5
2021,3,Skilled,Services,Other services,204.2,203.6,0.6,0.3
2021,3,Semi-skilled,Agriculture,Agriculture,411.8,393.6,18.2,0.6
2021,3,Semi-skilled,Mining & Quarrying,Mining & Quarrying,45.2,45.0,0.2,0.1
2021,3,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",217.4,211.2,6.1,0.0
2021,3,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",65.0,63.5,1.5,0.3
2021,3,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",225.3,220.0,5.3,0.3
2021,3,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",330.6,318.7,11.9,1.3
2021,3,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",270.5,263.2,7.2,0.5
2021,3,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",447.6,427.6,20.0,2.2
2021,3,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",157.3,152.0,5.4,0.3
2021,3,Semi-skilled,Construction,Construction,"1,051.6","1,039.5",12.1,1.9
2021,3,Semi-skilled,Services,Wholesale & retail trade,774.9,772.3,2.6,1.2
2021,3,Semi-skilled,Services,Food & beverages and accommodation,332.4,331.1,1.3,0.1
2021,3,Semi-skilled,Services,Transportation & storage,208.0,206.6,1.4,0.2
2021,3,Semi-skilled,Services,Information & communication,75.5,75.4,0.1,0.2
2021,3,Semi-skilled,Services,"Finance, insurance, real estate & business services",396.5,395.7,0.8,0.1
2021,3,Semi-skilled,Services,Other services,227.9,226.8,1.2,0.1
2021,3,Low-skilled,Agriculture,Agriculture,27.1,21.0,6.1,0.1
2021,3,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.5,9.4,0.1,0.0
2021,3,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",34.5,30.5,4.0,0.1
2021,3,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",5.6,5.0,0.7,0.1
2021,3,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",38.8,34.1,4.6,0.0
2021,3,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",26.2,24.4,1.7,0.2
2021,3,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",28.1,24.7,3.5,0.2
2021,3,Low-skilled,Manufacturing,"Electrical, electronic & optical products",20.9,17.9,2.9,0.1
2021,3,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",12.0,11.0,1.0,0.0
2021,3,Low-skilled,Construction,Construction,44.2,40.0,4.2,0.2
2021,3,Low-skilled,Services,Wholesale & retail trade,227.8,224.3,3.5,0.1
2021,3,Low-skilled,Services,Food & beverages and accommodation,331.6,330.4,1.2,0.0
2021,3,Low-skilled,Services,Transportation & storage,87.2,85.8,1.5,0.1
2021,3,Low-skilled,Services,Information & communication,18.9,18.6,0.4,0.0
2021,3,Low-skilled,Services,"Finance, insurance, real estate & business services",110.7,110.0,0.7,0.0
2021,3,Low-skilled,Services,Other services,69.5,69.1,0.5,0.1
2021,2,Skilled,Agriculture,Agriculture,29.2,24.8,4.4,0.1
2021,2,Skilled,Mining & Quarrying,Mining & Quarrying,23.6,23.5,0.1,0.0
2021,2,Skilled,Manufacturing,"Food processing, beverages & tobacco products",37.5,35.4,2.1,0.1
2021,2,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",9.2,8.8,0.5,0.0
2021,2,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",34.2,32.6,1.6,0.2
2021,2,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",80.5,75.9,4.6,0.4
2021,2,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",57.0,53.5,3.5,0.2
2021,2,Skilled,Manufacturing,"Electrical, electronic & optical products",135.3,126.9,8.4,0.3
2021,2,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",49.1,46.3,2.8,0.2
2021,2,Skilled,Construction,Construction,136.3,132.0,4.3,0.3
2021,2,Skilled,Services,Wholesale & retail trade,547.6,545.3,2.3,0.5
2021,2,Skilled,Services,Food & beverages and accommodation,110.4,110.0,0.3,0.0
2021,2,Skilled,Services,Transportation & storage,79.7,79.1,0.6,0.4
2021,2,Skilled,Services,Information & communication,131.3,131.0,0.2,0.4
2021,2,Skilled,Services,"Finance, insurance, real estate & business services",399.2,392.9,6.3,1.7
2021,2,Skilled,Services,Other services,204.3,203.5,0.8,0.3
2021,2,Semi-skilled,Agriculture,Agriculture,409.4,390.7,18.8,0.5
2021,2,Semi-skilled,Mining & Quarrying,Mining & Quarrying,45.8,45.6,0.2,0.1
2021,2,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",214.8,208.6,6.3,0.0
2021,2,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",64.5,63.0,1.5,0.3
2021,2,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",217.3,212.0,5.2,0.3
2021,2,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",330.1,318.4,11.7,1.5
2021,2,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",268.9,261.6,7.3,0.5
2021,2,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",442.5,422.1,20.4,2.5
2021,2,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",154.7,149.4,5.2,0.2
2021,2,Semi-skilled,Construction,Construction,"1,055.9","1,044.0",12.0,2.1
2021,2,Semi-skilled,Services,Wholesale & retail trade,761.7,757.7,4.0,1.2
2021,2,Semi-skilled,Services,Food & beverages and accommodation,319.4,317.8,1.6,0.1
2021,2,Semi-skilled,Services,Transportation & storage,208.9,207.2,1.7,0.3
2021,2,Semi-skilled,Services,Information & communication,74.8,74.7,0.1,0.1
2021,2,Semi-skilled,Services,"Finance, insurance, real estate & business services",398.4,397.5,0.8,0.1
2021,2,Semi-skilled,Services,Other services,227.8,226.5,1.2,0.1
2021,2,Low-skilled,Agriculture,Agriculture,26.9,20.8,6.0,0.1
2021,2,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.5,9.4,0.1,0.0
2021,2,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",34.7,30.7,4.0,0.1
2021,2,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",5.4,4.8,0.6,0.1
2021,2,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",36.3,31.7,4.6,0.0
2021,2,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",26.8,24.4,2.5,0.3
2021,2,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",28.0,24.5,3.6,0.2
2021,2,Low-skilled,Manufacturing,"Electrical, electronic & optical products",20.0,17.1,2.9,0.1
2021,2,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",11.8,10.7,1.1,0.0
2021,2,Low-skilled,Construction,Construction,44.5,40.0,4.5,0.3
2021,2,Low-skilled,Services,Wholesale & retail trade,228.2,224.8,3.4,0.1
2021,2,Low-skilled,Services,Food & beverages and accommodation,333.3,332.2,1.2,0.0
2021,2,Low-skilled,Services,Transportation & storage,87.2,85.7,1.5,0.1
2021,2,Low-skilled,Services,Information & communication,18.9,18.7,0.2,0.0
2021,2,Low-skilled,Services,"Finance, insurance, real estate & business services",111.4,110.6,0.8,0.0
2021,2,Low-skilled,Services,Other services,69.8,69.3,0.5,0.0
2021,1,Skilled,Agriculture,Agriculture,29.3,25.0,4.3,0.1
2021,1,Skilled,Mining & Quarrying,Mining & Quarrying,23.7,23.5,0.1,0.0
2021,1,Skilled,Manufacturing,"Food processing, beverages & tobacco products",37.3,35.2,2.1,0.1
2021,1,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",8.9,8.5,0.4,0.0
2021,1,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",34.5,32.8,1.7,0.2
2021,1,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",78.5,73.8,4.7,0.3
2021,1,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",57.8,54.2,3.6,0.2
2021,1,Skilled,Manufacturing,"Electrical, electronic & optical products",131.9,124.3,7.6,0.2
2021,1,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",49.4,46.6,2.8,0.2
2021,1,Skilled,Construction,Construction,138.7,134.3,4.4,0.3
2021,1,Skilled,Services,Wholesale & retail trade,545.4,543.2,2.2,0.7
2021,1,Skilled,Services,Food & beverages and accommodation,111.2,110.8,0.4,0.0
2021,1,Skilled,Services,Transportation & storage,79.7,79.0,0.7,0.5
2021,1,Skilled,Services,Information & communication,130.9,130.6,0.3,0.4
2021,1,Skilled,Services,"Finance, insurance, real estate & business services",399.6,394.1,5.5,1.8
2021,1,Skilled,Services,Other services,205.5,204.7,0.9,0.4
2021,1,Semi-skilled,Agriculture,Agriculture,411.4,393.1,18.3,0.6
2021,1,Semi-skilled,Mining & Quarrying,Mining & Quarrying,46.3,46.1,0.2,0.1
2021,1,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",216.8,208.2,8.6,0.1
2021,1,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",65.0,63.6,1.4,0.3
2021,1,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",223.4,217.9,5.5,0.2
2021,1,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",324.6,313.4,11.2,1.3
2021,1,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",270.1,263.0,7.1,0.5
2021,1,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",442.3,422.2,20.1,3.0
2021,1,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",153.4,148.6,4.7,0.2
2021,1,Semi-skilled,Construction,Construction,"1,070.7","1,058.3",12.3,2.2
2021,1,Semi-skilled,Services,Wholesale & retail trade,777.1,773.1,3.9,1.2
2021,1,Semi-skilled,Services,Food & beverages and accommodation,337.0,335.4,1.6,0.1
2021,1,Semi-skilled,Services,Transportation & storage,210.6,209.0,1.6,0.2
2021,1,Semi-skilled,Services,Information & communication,74.2,74.1,0.1,0.1
2021,1,Semi-skilled,Services,"Finance, insurance, real estate & business services",401.2,400.5,0.7,0.3
2021,1,Semi-skilled,Services,Other services,229.3,228.0,1.3,0.1
2021,1,Low-skilled,Agriculture,Agriculture,26.9,21.0,5.9,0.1
2021,1,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.5,9.5,0.1,0.0
2021,1,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",35.3,31.1,4.3,0.1
2021,1,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",6.1,5.4,0.7,0.1
2021,1,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",37.2,32.9,4.3,0.0
2021,1,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",27.6,24.8,2.8,0.4
2021,1,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",27.0,23.7,3.3,0.1
2021,1,Low-skilled,Manufacturing,"Electrical, electronic & optical products",20.4,17.5,2.9,0.1
2021,1,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",12.8,11.7,1.1,0.0
2021,1,Low-skilled,Construction,Construction,46.1,41.5,4.5,0.3
2021,1,Low-skilled,Services,Wholesale & retail trade,232.6,229.2,3.4,0.4
2021,1,Low-skilled,Services,Food & beverages and accommodation,341.1,339.9,1.2,0.0
2021,1,Low-skilled,Services,Transportation & storage,86.4,84.9,1.5,0.2
2021,1,Low-skilled,Services,Information & communication,19.0,18.8,0.2,0.0
2021,1,Low-skilled,Services,"Finance, insurance, real estate & business services",110.1,109.3,0.9,0.0
2021,1,Low-skilled,Services,Other services,69.8,69.2,0.5,0.0
2020,4,Skilled,Agriculture,Agriculture,29.8,25.3,4.5,0.1
2020,4,Skilled,Mining & Quarrying,Mining & Quarrying,24.4,24.2,0.1,0.0
2020,4,Skilled,Manufacturing,"Food processing, beverages & tobacco products",37.0,34.9,2.1,0.0
2020,4,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",9.1,8.6,0.5,0.0
2020,4,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",34.2,32.5,1.6,0.1
2020,4,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",78.0,73.6,4.4,0.3
2020,4,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",57.4,53.9,3.5,0.1
2020,4,Skilled,Manufacturing,"Electrical, electronic & optical products",131.7,124.0,7.7,0.2
2020,4,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",49.1,46.3,2.7,0.2
2020,4,Skilled,Construction,Construction,143.7,139.2,4.5,0.3
2020,4,Skilled,Services,Wholesale & retail trade,546.2,544.6,1.7,0.6
2020,4,Skilled,Services,Food & beverages and accommodation,112.0,111.5,0.4,0.1
2020,4,Skilled,Services,Transportation & storage,78.4,78.1,0.3,0.2
2020,4,Skilled,Services,Information & communication,129.6,129.3,0.3,0.6
2020,4,Skilled,Services,"Finance, insurance, real estate & business services",399.5,394.2,5.4,1.7
2020,4,Skilled,Services,Other services,205.4,204.6,0.8,0.4
2020,4,Semi-skilled,Agriculture,Agriculture,415.7,396.6,19.1,0.6
2020,4,Semi-skilled,Mining & Quarrying,Mining & Quarrying,45.5,45.3,0.2,0.1
2020,4,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",214.4,206.8,7.6,0.1
2020,4,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",65.8,64.0,1.8,0.2
2020,4,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",221.7,217.3,4.3,0.3
2020,4,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",323.9,312.8,11.1,1.3
2020,4,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",268.6,262.0,6.6,0.8
2020,4,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",444.8,424.0,20.9,2.3
2020,4,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",154.7,149.8,4.8,0.3
2020,4,Semi-skilled,Construction,Construction,"1,089.8","1,077.7",12.1,2.1
2020,4,Semi-skilled,Services,Wholesale & retail trade,775.9,772.8,3.1,1.4
2020,4,Semi-skilled,Services,Food & beverages and accommodation,337.2,335.5,1.7,0.3
2020,4,Semi-skilled,Services,Transportation & storage,210.0,208.6,1.4,0.1
2020,4,Semi-skilled,Services,Information & communication,74.8,74.7,0.0,0.2
2020,4,Semi-skilled,Services,"Finance, insurance, real estate & business services",406.7,404.8,1.9,0.3
2020,4,Semi-skilled,Services,Other services,229.3,227.8,1.5,0.1
2020,4,Low-skilled,Agriculture,Agriculture,27.2,21.2,6.0,0.1
2020,4,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.5,9.4,0.1,0.0
2020,4,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",34.7,31.1,3.6,0.1
2020,4,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",6.4,5.5,0.8,0.0
2020,4,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",37.8,33.4,4.3,0.0
2020,4,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",27.4,24.6,2.9,0.3
2020,4,Low-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",26.8,23.9,2.9,0.0
2020,4,Low-skilled,Manufacturing,"Electrical, electronic & optical products",20.8,18.3,2.5,0.0
2020,4,Low-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",12.8,11.7,1.1,0.0
2020,4,Low-skilled,Construction,Construction,46.6,42.0,4.6,0.3
2020,4,Low-skilled,Services,Wholesale & retail trade,231.0,228.1,2.8,0.1
2020,4,Low-skilled,Services,Food & beverages and accommodation,343.2,341.6,1.6,0.0
2020,4,Low-skilled,Services,Transportation & storage,86.3,84.4,1.8,0.1
2020,4,Low-skilled,Services,Information & communication,19.2,19.0,0.2,0.0
2020,4,Low-skilled,Services,"Finance, insurance, real estate & business services",112.3,111.0,1.3,0.1
2020,4,Low-skilled,Services,Other services,71.0,70.3,0.7,0.0
2020,3,Skilled,Agriculture,Agriculture,30.3,25.7,4.6,0.2
2020,3,Skilled,Mining & Quarrying,Mining & Quarrying,24.2,24.0,0.1,0.0
2020,3,Skilled,Manufacturing,"Food processing, beverages & tobacco products",37.0,35.0,2.1,0.1
2020,3,Skilled,Manufacturing,"Textiles, wearing apparel & leather products",9.1,8.7,0.4,0.0
2020,3,Skilled,Manufacturing,"Wood products, furniture, paper products & printing",35.0,33.3,1.7,0.1
2020,3,Skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",76.8,72.5,4.3,0.4
2020,3,Skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",57.9,54.4,3.6,0.2
2020,3,Skilled,Manufacturing,"Electrical, electronic & optical products",131.6,123.8,7.8,0.3
2020,3,Skilled,Manufacturing,"Transport equipment, other manufacturing & repair",49.1,46.3,2.8,0.1
2020,3,Skilled,Construction,Construction,144.8,140.3,4.5,0.3
2020,3,Skilled,Services,Wholesale & retail trade,546.3,544.3,2.0,0.8
2020,3,Skilled,Services,Food & beverages and accommodation,111.5,111.1,0.3,0.1
2020,3,Skilled,Services,Transportation & storage,79.0,78.6,0.4,0.3
2020,3,Skilled,Services,Information & communication,128.0,127.6,0.4,0.4
2020,3,Skilled,Services,"Finance, insurance, real estate & business services",405.2,400.4,4.8,2.0
2020,3,Skilled,Services,Other services,203.4,202.4,1.0,0.5
2020,3,Semi-skilled,Agriculture,Agriculture,417.0,397.6,19.3,0.6
2020,3,Semi-skilled,Mining & Quarrying,Mining & Quarrying,45.7,45.5,0.2,0.1
2020,3,Semi-skilled,Manufacturing,"Food processing, beverages & tobacco products",215.7,208.3,7.4,0.2
2020,3,Semi-skilled,Manufacturing,"Textiles, wearing apparel & leather products",65.2,63.4,1.8,0.1
2020,3,Semi-skilled,Manufacturing,"Wood products, furniture, paper products & printing",223.9,218.9,5.0,0.4
2020,3,Semi-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",324.0,312.6,11.3,2.9
2020,3,Semi-skilled,Manufacturing,"Non-metallic mineral products, basic metal & fabricated metal products",267.2,260.3,6.9,0.4
2020,3,Semi-skilled,Manufacturing,"Electrical, electronic & optical products",437.9,416.5,21.3,2.7
2020,3,Semi-skilled,Manufacturing,"Transport equipment, other manufacturing & repair",154.9,150.0,4.9,0.3
2020,3,Semi-skilled,Construction,Construction,"1,089.8","1,078.6",11.2,2.2
2020,3,Semi-skilled,Services,Wholesale & retail trade,773.6,770.7,2.9,1.8
2020,3,Semi-skilled,Services,Food & beverages and accommodation,336.1,334.0,2.1,0.3
2020,3,Semi-skilled,Services,Transportation & storage,211.9,210.3,1.6,0.4
2020,3,Semi-skilled,Services,Information & communication,74.2,74.2,0.1,0.2
2020,3,Semi-skilled,Services,"Finance, insurance, real estate & business services",410.3,408.5,1.9,0.3
2020,3,Semi-skilled,Services,Other services,230.2,228.4,1.7,0.2
2020,3,Low-skilled,Agriculture,Agriculture,26.6,20.4,6.2,0.1
2020,3,Low-skilled,Mining & Quarrying,Mining & Quarrying,9.7,9.6,0.1,0.0
2020,3,Low-skilled,Manufacturing,"Food processing, beverages & tobacco products",34.7,31.1,3.6,0.1
2020,3,Low-skilled,Manufacturing,"Textiles, wearing apparel & leather products",6.4,5.6,0.8,0.0
2020,3,Low-skilled,Manufacturing,"Wood products, furniture, paper products & printing",38.5,34.4,4.1,0.0
2020,3,Low-skilled,Manufacturing,"Petroleum, chemical, rubber & plastic products",27.8,24.5,3.3,0.5
